Date,Open,High,Low,Close,Adj Close,Volume
2019-05-16,38.110001,38.720001,38.049999,38.299999,38.299999,10104400
2019-05-17,37.830002,38.130001,37.470001,37.500000,37.500000,9090300
2019-05-20,37.119999,37.730000,36.919998,37.150002,37.150002,9411900
2019-05-21,37.470001,37.860001,37.330002,37.470001,37.470001,8861400
2019-05-22,37.410000,39.320000,37.240002,38.580002,38.580002,21105400
2019-05-23,38.150002,38.290001,36.799999,37.189999,37.189999,18398800
2019-05-24,37.470001,37.849998,37.270000,37.410000,37.410000,9303900
2019-05-28,37.410000,38.040001,37.230000,37.290001,37.290001,11770300
2019-05-29,37.020000,37.400002,36.520000,36.849998,36.849998,12270300
2019-05-30,37.000000,37.290001,36.599998,37.139999,37.139999,7413100
2019-05-31,36.619999,36.959999,36.299999,36.439999,36.439999,8556100
2019-06-03,36.450001,36.900002,34.040001,34.430000,34.430000,22217100
2019-06-04,35.180000,36.150002,34.970001,36.099998,36.099998,15357100
2019-06-05,36.500000,36.709999,35.950001,36.330002,36.330002,12798700
2019-06-06,36.259998,36.750000,35.959999,36.590000,36.590000,8863000
2019-06-07,36.869999,38.310001,36.799999,37.930000,37.930000,15399700
2019-06-10,38.349998,38.639999,37.619999,37.639999,37.639999,10036400
2019-06-11,38.090000,38.259998,36.849998,37.209999,37.209999,9528600
2019-06-12,37.130001,37.619999,37.049999,37.490002,37.490002,6795500
2019-06-13,37.040001,37.040001,35.759998,36.340000,36.340000,21679400
2019-06-14,36.360001,36.490002,36.040001,36.150002,36.150002,7791100
2019-06-17,36.259998,36.680000,36.110001,36.439999,36.439999,7896000
2019-06-18,36.709999,37.509998,36.549999,36.650002,36.650002,12705500
2019-06-19,36.630001,36.680000,35.810001,36.290001,36.290001,12059700
2019-06-20,36.349998,36.650002,35.330002,35.439999,35.439999,19676100
2019-06-21,35.500000,35.750000,34.990002,35.020000,35.020000,12853600
2019-06-24,35.189999,35.669998,34.820000,35.580002,35.580002,9216800
2019-06-25,35.520000,35.730000,34.570000,34.720001,34.720001,11196400
2019-06-26,34.980000,35.380001,34.919998,35.220001,35.220001,8744800
2019-06-27,35.439999,35.639999,34.610001,34.750000,34.750000,12655900
2019-06-28,34.750000,34.990002,34.279999,34.900002,34.900002,15505300
2019-07-01,35.500000,36.250000,35.220001,36.080002,36.080002,14416800
2019-07-02,36.169998,36.599998,35.889999,36.220001,36.220001,8393200
2019-07-03,36.290001,36.389999,35.939999,36.020000,36.020000,5372600
2019-07-05,36.000000,36.349998,35.599998,36.250000,36.250000,6084800
2019-07-08,36.040001,36.639999,35.869999,36.450001,36.450001,8058100
2019-07-09,36.349998,37.669998,36.290001,37.650002,37.650002,14218000
2019-07-10,37.900002,38.029999,36.880001,37.470001,37.470001,11831800
2019-07-11,37.660000,37.869999,36.970001,37.209999,37.209999,8549500
2019-07-12,37.369999,37.900002,37.169998,37.840000,37.840000,8048700
2019-07-15,38.000000,38.970001,37.939999,38.680000,38.680000,12738700
2019-07-16,38.779999,38.790001,37.820000,37.990002,37.990002,10979600
2019-07-17,37.860001,38.230000,37.560001,37.700001,37.700001,7926600
2019-07-18,37.389999,37.799999,37.000000,37.660000,37.660000,11125900
2019-07-19,37.959999,38.090000,36.730000,36.770000,36.770000,10842400
2019-07-22,36.919998,37.689999,36.830002,37.580002,37.580002,8405600
2019-07-23,37.869999,38.020000,36.820000,37.900002,37.900002,10741500
2019-07-24,38.000000,38.799999,37.759998,38.730000,38.730000,12488500
2019-07-25,39.000000,39.230000,37.910000,38.119999,38.119999,21255400
2019-07-26,40.070000,42.330002,40.000000,41.520000,41.520000,57527600
2019-07-29,41.500000,42.220001,40.900002,41.500000,41.500000,21170600
2019-07-30,41.080002,41.720001,40.820000,41.000000,41.000000,15670600
2019-07-31,41.080002,43.240002,41.009998,42.310001,42.310001,29745300
2019-08-01,42.540001,43.480000,41.720001,42.080002,42.080002,22883600
2019-08-02,41.820000,43.040001,41.590000,42.849998,42.849998,20617200
2019-08-05,41.580002,42.000000,39.619999,40.369999,40.369999,23081000
2019-08-06,40.919998,41.639999,40.779999,41.320000,41.320000,15077900
2019-08-07,40.509998,41.900002,40.330002,41.730000,41.730000,15427600
2019-08-08,42.110001,42.349998,41.360001,42.070000,42.070000,14684600
2019-08-09,41.779999,41.970001,40.939999,41.529999,41.529999,11419600
2019-08-12,41.099998,41.480000,40.389999,40.480000,40.480000,6934500
2019-08-13,40.410000,41.860001,40.380001,41.810001,41.810001,12429900
2019-08-14,41.029999,41.250000,40.389999,40.650002,40.650002,11638700
2019-08-15,40.900002,41.049999,39.779999,40.090000,40.090000,12583100
2019-08-16,40.299999,40.650002,40.110001,40.580002,40.580002,7998800
2019-08-19,41.099998,41.880001,41.049999,41.700001,41.700001,10276500
2019-08-20,41.639999,42.849998,41.380001,42.290001,42.290001,11356700
2019-08-21,42.830002,43.279999,42.360001,42.799999,42.799999,12018600
2019-08-22,42.849998,43.080002,41.590000,42.180000,42.180000,8277000
2019-08-23,41.820000,42.689999,40.810001,41.000000,41.000000,14036200
